compania,titulo,marca,procesador,ram,tarjeta_grafica,pantalla,almacenamiento,sistema_operativo,precio_normal,precio_oferta,urls
Falabella,"Notebook Gamer AMD Ryzen 7 3750H 8GB RAM 512GB SSD AMD Radeon RX 5500M 15.6"" ",Msi,amd ryzen r7,8.0,amd radeon rx 5500m,15.6,512.0,windows 10,1299990.0,1249990.0,https://www.falabella.com/falabella-cl/product/12369066/Notebook-Gamer-AMD-Ryzen-7-3750H-8GB-RAM-512GB-SSD-AMD-Radeon-RX-5500M-15.6-/12369066
Falabella,"Notebook Gamer Intel Core i9-9880H 32GB RAM + + 32GB Intel Optane 512GB SSD NVIDIA GeForce RTX 2080 15,6"" ",Hp,intel core i9,32.0,nvidia geforce rtx 2080,15.6,512.0,windows 10 home,3849990.0,3799990.0,"https://www.falabella.com/falabella-cl/product/8506942/Notebook-Gamer-Intel-Core-i9-9880H-32GB-RAM-+-+-32GB-Intel-Optane-512GB-SSD-NVIDIA-GeForce-RTX-2080-15,6-/8506942"
Falabella,Notebook Lenovo V130 I3-7020 4Gb 1Tb W10Home ,Lenovo,intel core i3,4.0,integrada,14.0,512.0,windows 10 home,499900.0,449900.0,https://www.falabella.com/falabella-cl/product/14602055/Notebook-Lenovo-V130-I3-7020-4Gb-1Tb-W10Home/14602055
Falabella,"Notebook Intel Core Intel Core i7-10750H 16GB RAM + 32GB Intel Optane 512GB SSD NVIDIA GeForce GTX 1650 Ti 15.6"" ",Hp,intel core i7,16.0,nvidia geforce gtx 1650 ti,15.6,512.0,windows 10 home,1649990.0,1599990.0,https://www.falabella.com/falabella-cl/product/14550525/Notebook-Intel-Core-Intel-Core-i7-10750H-16GB-RAM-+-32GB-Intel-Optane-512GB-SSD-NVIDIA-GeForce-GTX-1650-Ti-15.6-/14550525
Falabella,Notebook  Dell E7270 I7 8Gb 256Gb Reacondicionado ,Dell,intel core i7,8.0,gráficos intel® hd 520,16.0,256.0,windows 10 home,599900.0,579000.0,https://www.falabella.com/falabella-cl/product/14622849/Notebook-Dell-E7270-I7-8Gb-256Gb-Reacondicionado/14622849
Falabella,"Notebook Gamer OMEN AMD Ryzen 7 16GB RAM 512GB SSD NVIDIA GeForce RTX 2060 15.6"" ",Hp,amd ryzen r7,16.0,nvidia geforce rtx 2060,15.6,512.0,windows 10 home,1349990.0,1299990.0,https://www.falabella.com/falabella-cl/product/14669703/Notebook-Gamer-OMEN-AMD-Ryzen-7-16GB-RAM-512GB-SSD-NVIDIA-GeForce-RTX-2060-15.6-/14669703
Falabella,"Yoga Slim 7 i7 10ma 16G RAM 512ssd 15.6"" FHD IPS ",Lenovo,intel core i7,16.0,integrada,15.6,512.0,windows 10 home,1099990.0,989990.0,https://www.falabella.com/falabella-cl/product/14576108/Yoga-Slim-7-i7-10ma-16G-RAM-512ssd-15.6-FHD-IPS/14576108
Falabella,Asus Vivobook X512Da-Bts2020Rl ,Asus,amd ryzen r5,8.0,amd radeon vega 8,15.6,512.0,windows 10 home,754990.0,704990.0,https://www.falabella.com/falabella-cl/product/14630602/Asus-Vivobook-X512Da-Bts2020Rl/14630602
Falabella,"Notebook Intel Core i7-1065G7 8GB RAM 512GB SSD 14"" ",Lenovo,intel core i7,8.0,integrated graphics,14.0,512.0,windows 10 home,779990.0,729990.0,https://www.falabella.com/falabella-cl/product/13794111/Notebook-Intel-Core-i7-1065G7-8GB-RAM-512GB-SSD-14-/13794111
Falabella,"Notebook VivoBook S433 Intel Core i5-10210U 8GB RAM + 32GB Intel Optane 512GB SSD 14"" + 1 año Microsoft 365 ",Asus,intel core i5,8.0,uhd graphics,14.0,512.0,windows 10 home,849990.0,769990.0,https://www.falabella.com/falabella-cl/product/8474747/Notebook-VivoBook-S433-Intel-Core-i5-10210U-8GB-RAM-+-32GB-Intel-Optane-512GB-SSD-14-+-1-ano-Microsoft-365/8474747
